100monkeys 	 0.0003416525022653259
12thharmon 	 0.0003406737165629559
40ozblogb 	 0.00018720350544750006
4linatblo 	 0.00018720350544750006
750voltsb 	 0.0002514528093939945
95thesesb 	 0.00018720350544750006
abbadabbad 	 0.00019670055944632695
aboutpolitpoliticalm 	 0.0004162390978190957
achingands 	 0.00018720350544750006
ackackack 	 0.00019990256802380053
adamtalib 	 0.00018720350544750006
adviceforl 	 0.00019723846199942266
agonistor 	 0.0018801734062669875
aintnobadd 	 0.001424467285004377
ajbenjamin 	 0.00034689352988233525
alicublog 	 0.000976252141517692
allanjenki 	 0.00019723846199942266
allspinzon 	 0.0007457990859897226
alphapreda 	 0.0002050950637375996
alternatew 	 0.00018720350544750006
althippob 	 0.000458574368958704
alvintosti 	 0.00036195081275896575
americablo 	 0.003316767252428361
americabl2 	 0.0010679616996386082
americandr 	 0.00018720350544750006
americanmu 	 0.00018720350544750006
americanpo 	 0.0029343118555112124
americansf 	 0.00020921218532990026
amleftblo 	 0.0007947093836292974
amliberal 	 0.00019723846199942266
amptoonsc 	 0.0017063582497761918
anarchyxer 	 0.0001957888639486296
andifeelfi 	 0.00020932703147843508
andymatic 	 0.0001984022208209934
angrybear 	 0.002649469440849724
angrydesi 	 0.00019217881553455605
angryfinge 	 0.00021717899071978548
angryhomo 	 0.0002203136106848379
annatopia 	 0.0011321281522916904
anoldsoul 	 0.0005384815473075653
anonymouss 	 0.00029831762676910416
answerguy 	 0.000230394836953425
anybodybut 	 0.00018720350544750006
anywhichwa 	 0.00019480054460149497
arancaytar 	 0.00022345384792499815
archpundit 	 0.0008722374083826208
arkansasto 	 0.00024385077270290393
asiannati 	 0.00018720350544750006
asiegeofhe 	 0.00018720350544750006
asilentrev 	 0.00018720350544750006
askhoudari 	 0.0001906384098670051
astroturf 	 0.00019394138251319334
ateaseblo 	 0.0002479181252189588
atomicairs 	 0.00018720350544750006
atriosblo 	 0.015205748860124331
atriosbl2 	 0.00018720350544750006
aurelientt 	 0.00018720350544750006
awards5tr 	 0.00018720350544750006
bpattonb 	 0.00019480054460149497
babylonsq 	 0.00018720350544750006
badattitud 	 0.00018720350544750006
bakshius/ 	 0.00027629412272358597
barcidhomi 	 0.00018720350544750006
barkingdin 	 0.0002312401895281549
bartcopco 	 0.0021625235109543374
battlegrou 	 0.00018720350544750006
battlegro2 	 0.00019799548444885735
beastsbell 	 0.00018720350544750006
bentcorner 	 0.00018720350544750006
bettyblog 	 0.00018720350544750006
bigbloosky 	 0.00018720350544750006
billmonor 	 0.0036012181008816093
billsrants 	 0.00022743245605770783
blackwingl 	 0.00018720350544750006
blogdccc 	 0.002060319023143656
blogdenni 	 0.00019240253114909724
blogglink 	 0.00018720350544750006
blogjohnk 	 0.001117073502758384
blogkenla 	 0.00021638638046638878
blogmintr 	 0.00018720350544750006
blogveggi 	 0.0003994530075201908
blog01kin 	 0.0002872427840584314
blog01ki2 	 0.00020118637428056323
bloganonym 	 0.00018720350544750006
blogforame 	 0.0023697407275884972
blogforari 	 0.00034911390459194396
blogfreeor 	 0.000230394836953425
blogitics 	 0.000244614613593302
blogssalo 	 0.002204679971790503
blogssal2 	 0.0004563742410124696
blogssal3 	 0.00018720350544750006
blogslutc 	 0.00020468752194520732
blosteamb 	 0.00018720350544750006
blottsorg 	 0.00018720350544750006
bluegrassr 	 0.00024205833758612075
bluelemur 	 0.0007997314899340566
blueoregon 	 0.00038688204133293497
bluestater 	 0.00019723846199942266
bodyandsou 	 0.0029001555682643346
boffotype 	 0.000295285888409357
boloboffin 	 0.0002521406614156751
bopnewsco 	 0.0018094722262198355
bostoncom 	 0.00018720350544750006
bowles2004 	 0.00019304648160773622
boycottsbg 	 0.00025313063813774204
bradcarson 	 0.0001956661777818701
bradfriedm 	 0.0003457888159633274
brianhull 	 0.00018720350544750006
brillianta 	 0.0003665947573690091
browncross 	 0.00019768855967286118
brunonblo 	 0.00018720350544750006
bryan08tk 	 0.00018720350544750006
btcnewsco 	 0.00019670055944632695
bullmooseb 	 0.002213935418828878
burntorang 	 0.0013018510669676612
bushliesn 	 0.00018720350544750006
bushmisund 	 0.00018720350544750006
busybusybu 	 0.0016122219682622027
buzzmachin 	 0.003099473248778344
cadatnl 	 0.00018720350544750006
carpetblog 	 0.00018720350544750006
catchingsm 	 0.00018720350544750006
cbakerorg 	 0.0002103871922755031
cemonitor 	 0.00019240253114909724
centerpiec 	 0.00018720350544750006
chakorg/b 	 0.00018720350544750006
changefora 	 0.0006015702917165826
charleypat 	 0.00019723846199942266
charlinean 	 0.00018720350544750006
chepookac 	 0.0004713474299523614
chestnut_t 	 0.00018720350544750006
chirontyp 	 0.00018720350544750006
churchofcr 	 0.00029695178498882047
civicactio 	 0.00018720350544750006
cjh9999bl 	 0.00018720350544750006
clarified 	 0.00025432488097682
claudialon 	 0.00020855189462740196
cleancutki 	 0.00036529287546345696
cnlenet 	 0.00018720350544750006
collegedem 	 0.0007542715815467138
conniption 	 0.00019217881553455605
conservati 	 0.0003015255147641534
contraposi 	 0.0002196215506145397
correnteb 	 0.0022330234884305133
counterspi 	 0.0013152821060538782
courtney5 	 0.00018720350544750006
crankylitt 	 0.00018720350544750006
crapiscomm 	 0.00018720350544750006
criticalvi 	 0.00018720350544750006
crookedtim 	 0.0038206881740934957
crooksandl 	 0.00020451861069019595
dailyblatt 	 0.00018720350544750006
dailyblurb 	 0.00018720350544750006
dailyhowle 	 0.00316196376627916
dailykosc 	 0.01789441554100075
dailywarne 	 0.0018510498380047006
damntheman 	 0.00019217881553455605
dashnierb 	 0.00020055508849183934
davidsirot 	 0.0012501738240511449
dawnofnewa 	 0.0002602547711769043
deanocrats 	 0.00018720350544750006
deathpenal 	 0.0003461547068827406
debunkern 	 0.00018720350544750006
decksitter 	 0.00018720350544750006
dedspaceb 	 0.00023718197612532363
delraystev 	 0.00018720350544750006
demagogue 	 0.001046588303793099
demleftbl 	 0.0002793302585221783
democrants 	 0.00018720350544750006
democratic 	 0.004050683318165514
democratre 	 0.00019723846199942266
democrats 	 0.002732836069560885
democratvo 	 0.00018720350544750006
demolibera 	 0.00018720350544750006
